ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,744 valid responses,363,300,90,20,14,9,60,48,6,102,49,28,7,301,205,105,33,22,17,8,234,87,74,52,36,12,11,42,15,12,,,,,,,,,,,,,,,,,,,,,
619,1,3,1,4,1,3,2,MW,4,It is challenging to describe this program to prospective students at the high school level and attract them to enroll in this major.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1,3,2,4,1,4,1,SO,7,Getting students with sufficient background in biology and computers to have an effective course.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,#NULL!,#NULL!,1,2,2,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1,3,1,4,8,3,1,SO,7,The pace is very fast! It is hard to keep up with the new techniques.,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2,1,1,4,2,1,1,WE,9,"Reading level of the students:  scientific papers and information are written at a higher reading level than many college students can understand. Lack of access to literature:  community college students don't have access to scientific papers unless thy're in PubMed Central.  So, even when we push to have them read papers, it's not easy to get them the articles.Diversity of platforms and operating systems:  I used to do a lot with Excel and pivot tables but I gave up since there were too many types o Excel for me to install on my computer.Poor backgrounds in chemistry:  it's hard for students to understand amino acids if they don't understand chemistry concepts like covalent bonds, ionic interactions, etc.I think many of the people who teach undegraduate biology are not very familiar with using many different bioinformatics tools and so they're not aware of the many tools available or how a combination of those tools can be used to approach researching a problem.",1,1,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1,2,2,4,2,2,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1,3,1,4,8,5,1,NE,2,"That peers completing traditional ""bench"" science do not necessarily place comparable values/importance to computer-based research, and helping them understand the dynamic shift in this movement to ""non-traditional"" research and what all it has to offer.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1,3,1,4,2,2,3,NE,2,Student preparation and faculty with appropriate expertise are lacking.  It's difficult to make time in crowded curricula to add additional content.,1,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,1,3,2,4,2,2,2,NE,2,computer science,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
633,1,1,1,4,8,3,1,NE,2,"Making prospective students aware of the potential opportunities available in this field; raising the visibility to incorporate students into this area by broadening their horizons beyond ""pre-med""",,,,,,,,,,,,,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
634,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,3,2,4,8,4,1,WE,9,Basic competence in writing and math.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2,3,2,4,4,1,2,WE,9,"The rapid development of -omics databases (genomics, proteomics, metabolomics) and the various methods of analysis of these data is difficult for biology faculty, ourselves, to keep up with.   The thought of teaching these structures to students is dauntig.",1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1,3,1,4,1,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2,3,2,2,3,1,1,SO,5,Not enough training in new tools available for study and research.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1,3,2,4,3,3,1,SO,5,Students lack of knowledge and background in statistics and data analysis,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1,3,1,4,2,2,1,SO,5,Need workshops to teach faculty how and what to teach and to keep them updated!!,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2,1,2,4,2,1,1,SO,5,"Getting students to understand that other kinds of organisms (i.e. not human, invertebrate animals, plants, fungi, single-celled eukaryotes) are important in the human environment.  These organisms are not just pests (mosquitoes) and parasites.",,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2,3,1,2,2,1,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1,3,1,2,2,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2,3,1,2,2,1,3,MW,3,"I'm not sure - but my students (non-majors) in Biology have very weak backgrounds in science, math and basic computer skills",,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,2,3,2,4,2,2,3,SO,5,"Our school has recently removed biology as a requirement for our school's nursing program.  Emphasis on biology as a whole has been declining by our administration.In general, I do not think many educators know how to use bioinformatics.",1,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
647,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,4,2,4,9,4,2,WE,9,"Most biology faculty are unfamiliar with computational approaches and with statistics. Adding bioinformatics content to the curriculum requires eliminating other parts of the current curriculum, all of which have substantial constituencies among the crrent faculty.The biology curriculum is largely determined by the needs of students interested in medical school (and health care careers more broadly), which emphasize a standard biochemistry / genetics / cell biology curriculum",1,1,,,,,,,,,,,,1,,1,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
649,1,3,2,4,2,4,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1,4,2,4,2,4,3,SO,5,Learning underlying concepts enabled by tools rather than learning tools without learning concepts.,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1,3,2,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,4,2,4,2,4,2,SO,5,The increasing sophistication of bioinformatics has made it challenging for biologists to navigate.  This is because programs are being written by those with high level computer science skills and accessibility of such programs to those with less CS experise is not as high a priority as it should be.,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2,3,2,2,2,1,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1,2,1,4,2,4,3,WE,9,Probably not having enough training and familiarity with all that is available in terms of resources.,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2,3,1,4,8,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2,3,1,2,4,2,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1,3,2,4,2,4,1,NA,NA,Development of appropriate curricular tools that may be applied to specific life science courses,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1,3,1,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1,3,1,4,2,5,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1,2,1,4,8,3,1,MW,3,"Access to resources for user-friendly, integrated bioinformatics commercial software (e.g., Geneious) and generation of new data",,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1,1,1,4,3,2,2,MW,4,"Teaching what the students need to learn in a very short period of time.  There is not enough room in a student's schedule to take all of the courses that are considered important and graduate in 4 years.",1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1,1,2,4,3,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1,3,2,4,3,#NULL!,1,SO,5,"Training, curriculum development, acceptability/inforporation of bioinformatics into other established courses",1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
665,1,1,1,4,9,4,2,MW,4,The students have to be able to integrate a lot of information across disciplines simultaneously.  This makes it hard to get the list of pre-requisites right.  It's also hard to figure out what the best selection of material is for a one-semester course i bioinformatics.,,,,,,,,,,,,,,1,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1,3,1,4,3,3,2,NE,1,Student interest.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1,2,1,4,2,3,2,SO,7,"--knowing what data is out there and how to access/use it.--how important this information is to their patient care--grasping the content/concepts in nursing school PLUS adding this content which is totally new to them (not much foundation on it in thir prior education)",1,1,,,,,,,,,,,,1,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
669,2,3,1,2,1,1,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1,2,2,4,2,3,2,NE,2,"Big changes in programs/new programs, and wide-spread convenient access to these programs by undergrads.Cost of doing the lab work for bioinformatics-based research.",,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1,3,3,2,1,5,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,1,2,4,9,4,3,SO,5,Educational resources needed to teach the class.,1,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1,3,1,4,2,4,2,SO,5,training instructors and attracting students,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,3,#NULL!,2,2,2,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,3,#NULL!,1,4,9,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1,3,2,4,3,3,3,WE,8,Faculty training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1,1,3,4,8,3,3,WE,8,Lack of computer science and math skills,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1,3,2,4,3,2,2,NE,2,Lack of training for those of us who grew up in the pre-bioinformatics era and that don't use those tools routinely in our research,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1,1,1,4,8,2,2,NE,2,"Students are not getting enough statistics, and not early enough, to really understand the models and/or the types of tests they are doing with genomic data.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,#NULL!,#NULL!,2,4,2,1,1,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1,1,2,4,9,4,3,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1,3,2,4,2,2,3,MW,3,"I regularly attend the SICB meetings.A simple, informative booth and or sponsored workshop would help bring many of us up to speed.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1,1,2,4,3,2,1,WE,8,Time and training needed to keep up with the ever evolving bioinformatic tools needed to mine large datasets.,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,2,2,1,5,2,1,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1,4,2,4,3,4,2,SO,7,"The time and the resources. Other courses take precedence, and there simply isn't anyone to teach a bioinformatics course, as we have no computer science department at my university.",1,1,1,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1,3,1,4,3,2,3,NE,1,The largest challenge would be the need to create another class and not having space in the workload for that class.,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1,3,2,4,1,3,1,WE,8,The biggest problem is that faculty at many institutions (the majority in some) are part-time adjuncts who don't have time to learn new skills.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1,3,1,4,1,2,2,MW,4,Training and equipment.,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1,3,1,4,2,5,1,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1,2,2,4,3,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1,2,2,4,7,2,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1,2,2,4,2,3,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1,3,2,4,2,2,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1,3,2,4,2,3,3,WE,9,"I believe educators realize the importance and power of bioinformatics in the life sciences.  However, the ability to teach and incorporate bioinformatics into courses effectively may often be restricted due to the limited prior experience of both the insructors and the students.  This is particularly true in terms of ""keeping up to date"" on the very quick progression in the field.",1,1,,,,,,,,,,,,1,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1,2,1,4,2,3,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1,3,1,4,2,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1,1,2,4,2,3,2,MW,3,"- Despite unprecedented access to computers, students are increasingly computer-illiterate. Very few have ever programmed in any way (even a script or macro), used the command line or gone beyond the very basic features of off-the-shelf software. They almst need a course to teach them to use computers before they are ready to think about programming.- Bioinformatics software is diverse and changes fast; there are few standards and limited documentation. Working scientists use whatever rather random collction of software they've found useful in their particular areas. So, it's hard to define a core set of skills that students ""should"" know across the board, and very hard to have ""how to use this software"" exercises that will still be useful in a year.-Faculty are constantly re-inventing the wheel at their various institutions; there are few good and well-known resources where hands-on bioinformatics exercises are available and documented.",1,1,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1,3,1,4,3,3,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,2,2,4,2,5,1,SO,7,Figuring out the topics in bioinformatics that need to be taught. Getting information about those topics in a form that can be understood. Command-line software that appears to require knowledge of UNIX/LINUX to operate it. Lack of user-friendly data setsfor students to use in learning.,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1,2,3,4,3,2,2,SO,5,Many bionformatic data analysis programs are difficult to run without significant computer science support.  Lack of student interest is an obstacle as well.,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
711,1,3,2,4,1,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1,2,1,4,3,3,2,MW,3,"Many of us have had limited formal training in bioinformatics, and keeping our expertise current can be a challenge. It has been somewhat challenging for me (in a small institution with relatively low student population) to convince enough students of th importance of bioinformatics to get my upper-level courses to 'make'.",1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,#NULL!,#NULL!,2,4,8,3,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2,2,1,2,2,1,2,MW,3,math skills,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1,3,1,4,2,3,1,NE,2,Poor Math competencies.  Surprising lack of computer fluency beyond internet and email,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,2,3,1,4,3,1,2,SO,7,staying up to date oncurrent  technologies/information to be able to teach it,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2,2,2,4,2,1,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,2,3,2,4,3,1,3,NE,2,"We would need a dedicated instructor for a Bioinformatics course, it has to be a transferable credit within the State University New York (SUNY) system. Hence the need for more engaging lab activities  such as Bioinformatics Internship Program case study;Updated: August 16, 2007 by the Experiential Learning Center This material is based on work supported by the National Science Foundation under ATE Grants # DUE 0302894 & 0603297. Development Team: Catherine Ayers, De Anza College; Bob Cormia, Footill College; Juliann Flannery, CMU-West",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2,3,2,2,8,1,1,SO,5,"It is not incorporated into textbooks and consequently, many faculty do not place a high value on it.  Many teaching faculty have not used Bioinformatics in research and do not appreciate its utility.",1,1,,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
721,#NULL!,#NULL!,1,2,8,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1,2,1,4,2,2,2,NE,1,"(1) overall, students arrive at college with poor quantitative skills(2) finding the right balance between broad conceptual understanding and detailed discussion of programs/algorithms",,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1,3,2,4,2,2,2,MW,3,no opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1,3,1,4,1,2,1,SO,5,training and funding for training in bioinformatics,1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,#NULL!,#NULL!,2,4,2,3,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1,4,2,4,1,4,3,MW,4,Interdigitating the courses with non bio informatics courses.   Attmepting to show the significance across fields.,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1,1,2,4,3,2,2,MW,4,"Knowledge and understanding of bioinformatics, and how to teach an effective course in bioinformatics.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1,3,1,4,8,2,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1,4,1,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1,3,2,4,7,2,2,NA,NA,"Students and other faculty seeing the relevance, understanding that this is where biology is.Letting go of traditional approaches to make roomrecognizing that this is an area in which to hire new faculty.",1,1,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1,3,2,4,2,3,3,SO,7,"This will require a biology faculty member combining teaching and research interest in bioinformatics sufficient to generate enthusiasm for classroom exposure. The faculty member will require protected time to train for this. Alternatively, hiring a compuer science faculty member who is already trained to collaborate in research/teaching bioinformatics would suffice.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1,3,2,4,8,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1,3,2,4,2,3,1,MW,3,"Student goals - medicine, dentistry, patient care (little interest in research)",,,,,,,,,,,,,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
735,1,2,2,4,3,3,2,MW,3,"1) Lack of student interest because not required for medical school.2) If we incorporate bioinformatics into existing courses, what content do we remove? The semester is still only 15 weeks long.",,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
736,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1,3,2,4,2,2,2,MW,3,"a. interest in quantitative approaces andb. comfort/competence in quanitatitve approaches in general",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1,3,2,4,2,2,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2,3,2,4,2,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1,3,1,4,2,4,2,WE,9,Faculty with appropriate expertise,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1,2,2,4,7,2,3,MW,4,"The increasing plethora of analysis methods and pace of change in software programs (some changes are far more than cosmetic -- they require a complete overhaul/revision of scripts, file management, etc).",,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,#NULL!,#NULL!,2,4,1,2,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,#NULL!,#NULL!,2,4,3,3,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1,3,2,4,1,4,3,SO,5,"Large class sizes, instructor training and support",1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
746,1,4,2,4,2,4,2,SO,5,"Availability of computer labs, availability of instructors.",1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1,2,3,4,2,2,3,NE,2,"1. Incoming freshmen are not familiar with this field. Most of them have not heard about it in high schools. Therefore, they are hesitant to select this major.2. The college administration is not much aware of the needs and significance of this major.Therefore, there is very limited support.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
748,1,1,2,4,3,2,2,NE,2,"The difficulty students face is having to master the disciplines of biology and computer science. My experience is that most students are strong in one area, but not necessarily in the other.",,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
